,query_id,product_id,score,brand,title,document
0,13357,B015FMZ4MQ,0.834940493106842,HOGAR24,HOGAR24 Base TAPIZADA + SIN Patas con Tejido 3D Y VÁLVULAS DE TRANSPIRACIÓN-160x200cm (2 Bases DE 80CM con Abrazadera),"HOGAR24 Base TAPIZADA + SIN Patas con Tejido 3D Y VÁLVULAS DE TRANSPIRACIÓN-160x200cm (2 Bases DE 80CM con Abrazadera). Marca: HOGAR24. Color: Sin Patas. Características: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora tres barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%.. Descripción: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora tres barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%."
1,13357,B01MV80F5C,0.8183243870735168,ventadecolchones.com,Ventadecolchones - Base Tapizada Modelo Drago con Sistema Antiruido Sin Patas 3D Beige Medida 160 x 200 cm,"Ventadecolchones - Base Tapizada Modelo Drago con Sistema Antiruido Sin Patas 3D Beige Medida 160 x 200 cm. Marca: ventadecolchones.com. Color: 3d Beige. Características: 3 años de Garantía. Alto: 6 cm ± 0.5 cm. Alto con patas: 32cm ± 1 cm. Fácil montaje. Envío gratis en planta baja. Subida y montaje opcional para la provincia de Madrid por 29 €. Para el resto de España 39€, si necesita subida y montaje consúltenos. No se hacen envíos a Canarias. Base tapizada: Tejido 3D. Características: Esquinas redondeadas, excepto cuando se eligan 2 unds. de base tapizada unida, que llevarán las esquinas interiores rectas y las exteriores curvas como aparece en la foto e incorporarán pletinas de unión.. Descripción: Base tapizada Standard: Tapa lisa fabricada con estructura metálica de tubo de acero muy resistente de 30x30 mm con 5 barras transversales (3 interiores + 2 exteriores) y con tablero de madera de partículas integrado de 10 mm. No llevan incluidas patas. Llevan sistema antirruido incluído. La base de cama esta tapizado en tejido 3D de colores muy resistente y antideslizante. Esta malla 3D consigue una perfecta transpiración para su colchón."
2,13357,B07S946NHS,0.8035002946853638,HOGAR24 ES,"HOGAR24 ES Base tapizada 135 x 190 Reforzada sin Patas, tapizado 3D Color Negro + 4 válvulas de transpiración.","HOGAR24 ES Base tapizada 135 x 190 Reforzada sin Patas, tapizado 3D Color Negro + 4 válvulas de transpiración.. Marca: HOGAR24 ES. Color: Negro. Características: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora tres barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%."
3,13357,B07S852KTG,0.8022066354751587,HOGAR24 ES,"HOGAR24 ES Base tapizada 150 x 190 Sin Patas, 5 Barras de Refuerzo. Tapizado 3D Color Gris + 4 válvulas de transpiración.","HOGAR24 ES Base tapizada 150 x 190 Sin Patas, 5 Barras de Refuerzo. Tapizado 3D Color Gris + 4 válvulas de transpiración.. Marca: HOGAR24 ES. Color: Gris. Características: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora cinco barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%."
4,13357,B09BW133YW,0.796930193901062,Cabeceroscamas,"Base tapizada Reforzada (SIN Patas), 3D Transpirable Antideslizante, Todas Las Medidas y Colores Disponibles (Wengue, 90x180)","Base tapizada Reforzada (SIN Patas), 3D Transpirable Antideslizante, Todas Las Medidas y Colores Disponibles (Wengue, 90x180). Marca: Cabeceroscamas. Color: Wengue. Características: Base tapizada en tejido 3D perforado transpirable antideslizante ( SIN PATAS ) ( Puede que la entrega sea a pie de calle en la puerta de su domicilio sin la subida ) Opción de poder subirlo a domicilio contratando servicio aparte en el teléfono 626702136. Descripción: Bases tapizadas reforzadas con una fuerte y resistente estructura metálica de tubo de 30×30 sobre su estructura de 7 barras transversales , posterior colocado de tablero de aglomerado prensado de 10mm haciendo así una base tapizada reforzada muy resistente , recubierta de una capa de fibra siliconada de 2,5cmt (grosor) para su posterior tapizado en rejilla 3D, que le darán un toque acolchado, donde tendrá una gran variedad de colores donde elegir….. ESTRUCTURA: Estructura metálica de tubo de 30×30 5 Barras de refuerzo transversales de 30×30 Tablero de aglomerado prensado de 10mm Chapas de rosca para su posterior colocación de las patas SOMOS FABRICANTES , DISEÑAMOS CUALQUIER MEDIDA DE BASES TAPIZADAS REFORZADAS, DESDE UNA BASE TAPIZADA DE 80X180cmt HASTA UNA BASE TAPIZADA DE 200X200cmt Si tiene cualquier duda o información no dude en contactar con nosotros para asesorarle sobre nuestras bases tapizadas reforzadas ( SISTEMA COMPLEJO DE UNIÓN PARA LAS BASES DOBLES POR LA PARTE POSTERIOR DE LA BASE TAPIZADA CON 3 ANCLAJES Y 12 PATAS METÁLICAS ) 2 Años de garantía por defecto de fabricación Grosor total de la base tapizada 6/7cmt ( sin las patas ) ( altura de las patas 27cmt aprox ) FABRICADO EN ESPAÑA ( todas las entregas se hacen a pie de calle por norma general , si no especificar a la hora de hacer el pedido) FABRICADO POR: cabeceroscamas.com NOTA IMPORTANTE: Toda mercancía que se reciba y no este en buenas condiciones tanto el embalaje como la mercancía en si , se debe de comunicar a el repartidor a la hora de hacer la entrega, incluso si está en malas condiciones no recibir la mercancía para su posterior devolución y reemplazo de la misma , de no ser así y recoger la mercancía está conforme en las condiciones de entrega a la hora de firmar a el repartidor, en caso de tener que devolver la mercancía defectuosa una vez recepcionada y firmado en conforme de entrega puede conllevar gastos adicionales por la devolución."
5,13357,B07DBQNP1X,0.7944046854972839,Miroytengo,"Nuevo Base Tapizada Gris Marengo 5 Refuerzos Transversales, Tubo 40x30 Mm, Tejido 3D Transpirable, 6cm Grosor (150x190, Sin Patas)","Nuevo Base Tapizada Gris Marengo 5 Refuerzos Transversales, Tubo 40x30 Mm, Tejido 3D Transpirable, 6cm Grosor (150x190, Sin Patas). Marca: Miroytengo. Color: Gris. Características: ✅ Perfecta BASE TAPIZADA con un grosor total de de 6 CM, una superficie siempre firme y duradera que no te fallará. Base tapizada en color gris marengo multiperforada y mejorada con tejido 3D transpirable, un material innovador que permite que la base se adapte a la temperatura de tu cuerpo además de obtener una mejora en la ventilación y altos niveles de transpiración. Esto te evitará posibles problemas futuros como las humedades, hongos u olores. ¡No te arrepentirás de esta elección! ✅ Esta base tapizada cuenta con estructura de 5 refuerzos transversales fabricados en acero integrados en el tablero de DM. Esto es una ventaja, ya que la mayoría de esta gama de bases suelen tener solamente 3 refuerzos, por lo que nuestra base garantiza un mayor nivel de firmeza y durabilidad. ✅ Su estructura de acero con tubo de 40x30 mm, es más gruesa que las del resto de bases, lo cual te garantizará una mayor firmeza y más resistencia, permitiéndote conservarla durante más tiempo. ✅ Si eliges con patas, incluye 6 patas cilíndricas metálicas con sistema anti-ruido, de 25cm de altura, 5cm de diámetro y rosca de 10mm. ✅ Se trata de un producto de excelente relación calidad-precio. Elige entre todas las medidas la que más se ajuste a tus necesidades y si la prefieres con o sin patas.. Descripción: Perfecta BASE TAPIZADA con un grosor total de de 6 CM, una superficie siempre firme y duradera que no te fallará. Base tapizada en color gris marengo multiperforada y mejorada con tejido 3D transpirable, un material innovador que permite que la base se adapte a la temperatura de tu cuerpo además de obtener una mejora en la ventilación y altos niveles de transpiración. Esto te evitará posibles problemas futuros como las humedades, hongos u olores. ¡No te arrepentirás de esta elección! Esta base tapizada cuenta con estructura de 5 refuerzos transversales fabricados en acero integrados en el tablero de DM. Esto es una ventaja, ya que la mayoría de esta gama de bases suelen tener solamente 3 refuerzos, por lo que nuestra base garantiza un mayor nivel de firmeza y durabilidad. Su estructura de acero con tubo de 40x30 mm, es más gruesa que las del resto de bases, lo cual te garantizará una mayor firmeza y más resistencia, permitiéndote conservarla durante más tiempo. Si eliges con patas, incluye 6 patas cilíndricas metálicas con sistema anti-ruido, de 25cm de altura, 5cm de diámetro y rosca de 10mm. Se trata de un producto de excelente relación calidad-precio. Elige entre todas las medidas la que más se ajuste a tus necesidades y si la prefieres con o sin patas. ¡FABRICACIÓN NACIONAL!"
6,13357,B078WV3BL1,0.7851613759994507,HOGAR24,"HOGAR24 Base Tapizada con 5 Barras Transversales y Tejido 3D Color Gris + 6 Patas de Metal 32cm, 135x190cm","HOGAR24 Base Tapizada con 5 Barras Transversales y Tejido 3D Color Gris + 6 Patas de Metal 32cm, 135x190cm. Marca: HOGAR24. Color: Patas 32 Cm. Características: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora cinco barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%."
7,13357,B0937C9GTY,0.7849620580673218,DUÉRMETE ONLINE,"Duérmete Online - Base Tapizada Reforzada, Anti ruido con 5 Barras de Refuerzo, Apta para cualquier tipo de colchón, 6 Patas metálicas roscadas de 27cm, 150x190, Negro","Duérmete Online - Base Tapizada Reforzada, Anti ruido con 5 Barras de Refuerzo, Apta para cualquier tipo de colchón, 6 Patas metálicas roscadas de 27cm, 150x190, Negro. Marca: DUÉRMETE ONLINE. Color: Negro. Características: Base tapizada fabricada con estructura metálica reforzada de acero con 5 barras transversales, estructura metálica en tubo de 30 x 30 mm; sobre esta estructura apoya un tablero de cardboard extra duro y resistente La base está tapizada con tejido de malla transpirable, con propiedades antideslizantes, para evitar que el colchón se desplace; además, favorece la ventilación del colchón Incluye juego de 6 patas metálicas cilíndricas de altura 27cm; se unen a la base tapizada mediante rosca, con tapón para protejer el suelo de arañazos La base tapizada no precisa de montaje ni herramientas, tan sólo hay que roscar las patas que vienen incluidas Base apta para cualquier tipo de colchón. Producto de confianza, fabricado en España"
8,13357,B096W9CNHN,0.7838969230651855,Dreaming Kamahaus,Dreaming Kamahaus Base Tapizada con Tejido 3D AirFresh | Color Gris | 7 Barras transversales | Estructura metálica 40x30mm | Tablero Perforado | 90 x 200 cm | Sin Patas,"Dreaming Kamahaus Base Tapizada con Tejido 3D AirFresh | Color Gris | 7 Barras transversales | Estructura metálica 40x30mm | Tablero Perforado | 90 x 200 cm | Sin Patas. Marca: Dreaming Kamahaus. Características: BASE TAPIZADA en tejido 3D AIRFRESH. Altamente resistente y transpirable. Tablero de 10mm perforado de serie. Madera aglomerada de gran resistencia y estabilidad. Estructura metálica con 7 BARRAS TRANSVERSALES de refuerzo. Tejido 3D AirFresh en color gris. Mayor transpirabilidad. Preparada para 6, 7, 9 o 12 patas según medida. Rosca métrica de 10mm para enroscar. Tamaño a su elección Fabricado en España, cumpliendo las normativas europeas. Garantía de 2 años. ⚠️ ENVÍO: A la hora de realizar el pedido, tenga en cuenta que la agencia de transportes puede no subirla a su casa y depositarla en el portal. El coste de envío para Canarias, Ceuta y Melilla no incluye tasas de importación, tenga en cuenta que puede tener que realizar pagos adicionales con la recogida del producto.. Descripción: <p><b>Características:</b></p> <p><b>BASE TAPIZADA CON TEJIDO 3D AIRFRESH. </b> Altamente resistente y con una larga durabilidad gracas a: </p> <p>- Madera aglomerada muy resistente y estable; tablero de 10 mm. </p> <p>- Bastidor metálico con 7 barras trasversales de refuerzo. Evita hundimientos. </p> <p>- Altura de la base: ±5cm</p> <p>- Nuestra base está preparada para 6-12 patas según la medida para ofrecer una mayor estabilidad. </p> <p><b>BASE TOTALMENTE TRANSPIRABLE. </b></p> <p>- El colchón se conservará mejor debido a la transpiración y ventilación de la base. <p> <p>- Su tejido tapizado en 3D AIRFRESH hace que sea ultra transpirable y antideslizante por el que el aire circula con gran facilidad por su cámara de aire. </p> <p>- Tablero perforado de serie que permite circular el aire y ventilar el colchón. </p> <p><b>PERSONALIZABLE. </b></p> <p>- <b>Podrás elegir la medida necesaria para tu colchón. </b> Las medidas de 160cm y 180 cm estarán compuestas por 2 bases de 80cm y 90cm respectivamente. Estas incluirán las pletinas de unión para las bases. </p> <p>- También podrás elegir la altura de las patas: <b>10cm, 15cm, 20cm, 25cm, 28cm, 30cm, 35cm o 40cm. </b> </p> <p><b>CONFIANZA. </b></p> <p>- Garantía y compromiso de calidad. Producto <b>fabricado en España</b> bajo las normativas europeas. Utilizamos productos de procedencia natural para reducir el impacto sobre el medioambiente. Los tejidos utilizados cuentan con el certificado <b>Oeko-tex</b> que garantiza que están libres de sustancias tóxicas. 2 años de garantía. </p> <p><b>AVISOS IMPORTANTES. </b></p><p>- Al ser un producto de gran tamaño, la empresa de transportes puede no subirlo a la puerta de su casa, realizando la entrega en el portal de su edificio. Por favor, asegúrese de que nos proporciona un número de teléfono actualizado. Las bases deben ser usadas con todas las patas para las que van preparadas. En caso contrario, quedarán exentas de garantía. </p>"
9,13357,B00T9Y8TQA,0.7831876277923584,HOGAR24,HOGAR24 Base TAPIZADA + 6 Patas DE Metal con Tejido 3D Y VÁLVULAS DE TRANSPIRACIÓN-135x190cm-PATAS 26CM,"HOGAR24 Base TAPIZADA + 6 Patas DE Metal con Tejido 3D Y VÁLVULAS DE TRANSPIRACIÓN-135x190cm-PATAS 26CM. Marca: HOGAR24. Color: Beige. Características: Base tapizada con tejido 3D transpirable, incorpora el exclusivo sistema Air Fresh 3D System, cuyos componentes han sido diseñados específicamente para facilitar una completa aireación y ventilación del equipo de descanso. A diferencia de las bases tapizadas convencionales, el tablero de kraft corrugado de alta resistencia es menos pesado y más fácil de mover que el tablero de madera aglomerada. Todas las medidas vienen preparadas para instalar 6 patas, excepto la medida de 150 que incorpora 7 patas. Incorpora tres barras transversales para un mayor refuerzo. Las bases tapizadas de 160 y 180 cm de ancho, se componen de 2 bases tapizadas de 80 o 90 cm unidas mediante pletina de unión. Estas medidas incorporan 12 patas. La base se entrega montada, sólo es necesario roscar las patas sin necesidad de utilizar herramientas de montaje. Fabricado en España, garantía de satisfacción 100%."
